ptid;enid;name;fullname
10022;16316;nEK4002006;NEK 400 : 2006
10022;16317;nEK4002010;NEK 400 : 2010
10022;16318;nEK440;NEK 440
10022;16319;nEK445;NEK 445
10022;16320;nEKIEC619361;NEK IEC 61936-1
10022;16321;nEKEN501101;NEK EN 50110-1
10022;16322;tavlenorm;Tavlenorm
10022;16323;annet;Annet
10026;16327;stat;Stat
10026;16324;fylkeskommune;Fylkeskommune
10026;16325;kommune;Kommune
10026;16326;privat;Privat
10026;17633;uavklart;Uavklart
10028;16328;ja;Ja
10028;16329;nei;Nei
10031;16335;ja;Ja
10031;16336;nei;Nei
10032;16340;spyd;Spyd
10032;16341;sammenkopletMedAnnetNett;Sammenkoplet med annet nett
10032;16339;cuWiret;Cu wiret
10032;16338;antallKontrollMålepunkt;Antall kontroll/målepunkt
10032;16337;annet;Annet
10033;16342;fellesForAlleKurser;Felles for alle kurser
10033;16343;enForHverKurs;En for hver kurs
10033;16344;hverMast;Hver mast
10033;16345;kombinasjon;Kombinasjon
10034;16347;ja;Ja
10034;16346;nei;Nei
10035;16348;direktemåling;Direktemåling
10035;16349;trafomåling;Trafomåling
10035;16350;summasjonsmåling;Summasjonsmåling
10029;16330;iT;IT
10029;16331;tT;TT
10029;16332;tNC;TN-C
10029;16333;tNS;TN-S
10029;16334;tNCS;TN-C-S
10038;16351;12;12
10038;16353;24;24
10038;16352;230;230
10038;16354;400;400
10038;16355;230400;230/400
10038;16717;690;690
8099;10493;statensVegvesen;Statens vegvesen
8099;10571;kommune;Kommune
8099;10649;privat;Privat
8099;17741;uavklart;Uavklart
2199;4678;1;1
2199;4679;2;2
2199;4680;3;3
2199;4681;4;4
2199;4682;5;5
2199;4915;6;6
2199;16784;7;7
2199;16785;8;8
1955;3730;1;1
1955;3739;2;2
1955;16294;3;3
1955;16295;4;4
1955;17876;5;5
1955;17877;6;6
8401;11333;plant;Plant
8401;11334;buet;Buet
3884;4683;skjermPlan;Skjerm, plan
3884;16971;skjermBuet;Skjerm, buet
3884;16972;skjermHalvbuet;Skjerm, halvbuet
3884;4684;skjermDyptrukket;Skjerm, dyptrukket
3884;16973;åpen;Åpen
8402;11335;ja;Ja
8402;11336;nei;Nei
9953;16150;stat;Stat
9953;16151;fylkeskommune;Fylkeskommune
9953;16152;kommune;Kommune
9953;16153;privat;Privat
9953;17629;uavklart;Uavklart
10012;16446;ja;Ja
10012;16447;nei;Nei
9567;13776;ja;Ja
9567;13777;nei;Nei
2077;3750;kvikksølv;Kvikksølv
2077;3753;natriumHøytrykk;Natrium, høytrykk
2077;3955;natriumLavtrykk;Natrium, lavtrykk
2077;3956;lysstoffrør;Lysstoffrør
2077;3957;glødelampe;Glødelampe
2077;12978;qL;QL
2077;12979;lED;LED
2077;3751;metallhalogen;Metallhalogen
9563;13770;reflektor;Reflektor
9563;13771;linse;Linse
9563;13772;reflektorOgLinse;Reflektor og linse
9563;13773;direkteLys;Direkte lys
1529;3718;aeg;Aeg
1529;3719;thorn;Thorn
1529;3720;philips;Philips
1529;3721;siemens;Siemens
1529;4676;siemensSiteco;Siemens/Siteco
1529;3722;ifa;Ifa
1529;3723;noral;Noral
1529;3724;seelux;Seelux
1529;4677;jernkonst;Jernkonst
1529;4079;urbis;Urbis
1529;16838;aECIlluminazione;AEC Illuminazione
9568;13778;ja;Ja
9568;13779;nei;Nei
10014;16269;ujorda;Ujorda
10014;16270;jorda;Jorda
10014;16271;dobbeltisolert;Dobbeltisolert
9955;16158;statensVegvesen;Statens vegvesen
9955;16159;kommune;Kommune
9955;16160;privat;Privat
9955;17782;uavklart;Uavklart
4528;5408;ja;Ja
4528;11764;nei;Nei
10017;16289;cCBolter160Mm;c/c bolter 160 mm
10017;16290;cCBolter200Mm;c/c bolter 200 mm
10017;16291;cCBolter240Mm;c/c bolter 240 mm
10017;16292;ikkeStandardAvstand;Ikke standard avstand
9954;16154;stat;Stat
9954;16155;fylkeskommune;Fylkeskommune
9954;16156;kommune;Kommune
9954;17292;nettselskap;Nettselskap
9954;16157;privat;Privat
9954;17617;uavklart;Uavklart
1662;3515;jaUkjentType;Ja, ukjent type
1662;16272;jaDeformasjonTypeHE;Ja, deformasjon, type HE
1662;16273;jaAvskjæringsleddTypeNE;Ja, avskjæringsledd, type NE
1662;16274;jaTremastMedSvekking;Ja,tremast med svekking
1662;3553;nei;Nei
10016;16279;betongfundament;Betongfundament
10016;16287;plasstøpt;Plasstøpt
10016;16288;stålfundament;Stålfundament
10016;16280;fotplate;Fotplate
10016;16284;jordstikk;Jordstikk
10016;16285;nedstikk;Nedstikk
10016;16281;iPåFjell;I/på fjell
10016;16282;iPåFjellfundament;I/på fjellfundament
10016;16283;iPåJordfundament;I/på jordfundament
10587;16974;galvanisert;Galvanisert
10587;16975;galvanisertOgPulverlakkert;Galvanisert og pulverlakkert
10587;16976;galvanisertOgVåtlakkert;Galvanisert og våtlakkert
10587;16977;eloksertAluminium;Eloksert aluminium
10587;16978;beiset;Beiset
1189;2225;stålmast;Stålmast
1189;4690;stålmastRett;Stålmast, rett
1189;16302;stålmastSylindrisk;Stålmast, sylindrisk
1189;4685;stålmastKonisk;Stålmast, konisk
1189;3769;stålmast6KantetKonisk;Stålmast, 6-kantet, konisk
1189;4691;stålmastTeleskop;Stålmast, teleskop
1189;2183;tremast;Tremast
1189;16300;tremastSvekket;Tremast, svekket
1189;3767;gittermast;Gittermast
1189;16301;komposittmast;Komposittmast
1189;16304;aluminiumsmast;Aluminiumsmast
3895;4692;ja;Ja
3895;4693;nei;Nei
9956;16161;statensVegvesen;Statens vegvesen
9956;16162;kommune;Kommune
9956;17293;nettselskap;Nettselskap
9956;16163;privat;Privat
9956;17783;uavklart;Uavklart
4566;5492;E;Europaveg
4566;5493;R;Riksveg
4566;5494;F;Fylkesveg
4566;5495;K;Kommunal veg
4566;5496;P;Privat veg
4566;5497;S;Skogsbilveg
4567;5499;V;Eksisterende veg
4567;5505;W;Midlertidig veg
4567;5502;T;Midlertidig status bilveg
4567;5504;S;Eksisterende ferjestrekning
4567;12159;G;Gang-/sykkelveg
4567;12983;U;Midlertidig status gang-/sykkelveg
4567;13707;B;Beredskapsveg
4567;5501;M;Serviceveg
4567;5500;X;Rømningstunnel
4567;7041;A;Anleggsveg
4567;12160;H;Gang-/sykkelveg anlegg
4567;7042;P;Vedtatt veg
4567;7046;E;Vedtatt ferjestrekning
4567;12986;Q;Vedtatt gang-/sykkelveg
10080;16448;12;12
10080;16449;24;24
10080;16450;230;230
10080;16451;400;400
10080;16714;690;690
7592;9894;ja;Ja
7592;9895;nei;Nei
1230;3754;skjevMast;Skjev mast
1230;3755;knustArmatur;Knust armatur
1230;3756;mørk;Mørk
2268;4103;ok;Ok
2268;4104;tiltaksbehov;Tiltaksbehov
2268;4105;mangler;Mangler
2268;4629;funksjonell;Funksjonell
2111;3863;straks;Straks
2111;3865;14Dager;14 dager
2111;3867;3Mnd;3 mnd
